category_类别ID,commentCount_评论量,itemNumId_商品NID,item_id_商品ID,itemurl_商品链接,location_商家地址,nick_商家名称,originalPrice_原价,pic_path_图片,price_售价,sold_月销量,title_名称,userId_商家ID
50012349,5110,577231648584,577231648584,//detail.m.tmall.com/item.htm?id=577231648584&abtest=18&rn=ec5ea3652cf3ef2a8fb94e32ab3052a8&sid=265c48b7b126a73ea58858b579804f88,浙江 宁波,pancoat一润专卖店,69.00,http://g.search.alicdn.com/img/bao/uploaded/i4/i1/4034181550/O1CN01gon1vx1NJwNWGSQPa_!!4034181550.jpg_60x60.jpg,26.60,6248,儿童棉拖鞋秋冬季包跟1-3岁男童女宝宝保暖室内可爱家居防滑软底,4034181550
50025847,7959,577837160530,577837160530,//detail.m.tmall.com/item.htm?id=577837160530&abtest=18&rn=ec5ea3652cf3ef2a8fb94e32ab3052a8&sid=265c48b7b126a73ea58858b579804f88,浙江 金华,足康乐乐活专卖店,129.00,http://g.search2.alicdn.com/img/bao/uploaded/i4/i3/1828111889/O1CN01Mpby0R1PpCdy2XrZi_!!1828111889.jpg_60x60.jpg,39.99,8305,买一送一情侣棉拖鞋女冬季居家居室内厚底防滑保暖家用男士毛毛鞋,1828111889
50012051,3153,577289909924,577289909924,//detail.m.tmall.com/item.htm?id=577289909924&abtest=18&rn=ec5ea3652cf3ef2a8fb94e32ab3052a8&sid=265c48b7b126a73ea58858b579804f88,浙江 金华,安尚芬暖耀专卖店,128.00,http://g.search1.alicdn.com/img/bao/uploaded/i4/i1/1897618932/O1CN012Fqu7pEWRnKffuy_!!1897618932.jpg_60x60.jpg,26.80,6739,冬季男士包跟棉拖鞋45特大码46加大号47家居家48防滑保暖棉鞋男款,1897618932
50025847,2200,577277101617,577277101617,//a.m.taobao.com/i577277101617.htm?abtest=18&rn=ec5ea3652cf3ef2a8fb94e32ab3052a8&sid=265c48b7b126a73ea58858b579804f88,浙江 金华,梵居鞋业,46.00,http://g.search1.alicdn.com/img/bao/uploaded/i4/i2/2963876058/O1CN01dP0Fhg1ucbqLSXoFj_!!2963876058.jpg_60x60.jpg,15.80,3711,冬季可爱卡通毛绒汪汪队儿童棉拖鞋男室内防滑厚底大中小童3-12岁,2963876058
50012349,46183,575630518592,575630518592,//a.m.taobao.com/i575630518592.htm?abtest=18&rn=ec5ea3652cf3ef2a8fb94e32ab3052a8&sid=265c48b7b126a73ea58858b579804f88,浙江 金华,jin10114866,19.90,http://g.search1.alicdn.com/img/bao/uploaded/i4/i4/519032694/O1CN011VltS29N2U7mu0R_!!519032694.jpg_60x60.jpg,11.80,7476,儿童棉拖鞋一家三口亲子厚底男女童毛拖冬卡通软底防滑宝宝棉拖鞋,519032694
50025847,5051,577313327476,577313327476,//a.m.taobao.com/i577313327476.htm?abtest=18&rn=ec5ea3652cf3ef2a8fb94e32ab3052a8&sid=265c48b7b126a73ea58858b579804f88,浙江 宁波,z474711745,69.00,http://g.search2.alicdn.com/img/bao/uploaded/i4/i1/45042571/O1CN011UrYkiiJKpUMcNp_!!45042571.jpg_60x60.jpg,32.99,2994,买一送一冬季棉拖鞋女情侣可爱居家室内防滑厚底毛毛棉拖鞋冬天男,45042571
50025847,6857,559476911319,559476911319,//a.m.taobao.com/i559476911319.htm?abtest=18&rn=ec5ea3652cf3ef2a8fb94e32ab3052a8&sid=265c48b7b126a73ea58858b579804f88,浙江 杭州,爆爆爆爆爆爆爆爆爆爆款,128.00,http://g.search.alicdn.com/img/bao/uploaded/i4/i4/1846908790/TB22t.Pf4tnkeRjSZSgXXXAuXXa_!!1846908790.gif_60x60.jpg,22.80,3424,新款冬季棉拖鞋男士厚底防滑韩版加绒保暖橡胶底居家鞋毛托半包跟,1846908790
50025847,1699,537448891646,537448891646,//a.m.taobao.com/i537448891646.htm?abtest=18&rn=ec5ea3652cf3ef2a8fb94e32ab3052a8&sid=265c48b7b126a73ea58858b579804f88,四川 成都,佳家意新,86.00,http://g.search2.alicdn.com/img/bao/uploaded/i4/i4/2558274796/TB1TwAOdCzqK1RjSZFHXXb3CpXa_!!0-item_pic.jpg_60x60.jpg,24.50,1734,冬季中老年老人加绒棉拖鞋包跟男女家居加厚保暖室内防滑毛毛拖鞋,2558274796
50012051,14744,537491946304,537491946304,//detail.m.tmall.com/item.htm?id=537491946304&abtest=18&rn=ec5ea3652cf3ef2a8fb94e32ab3052a8&sid=265c48b7b126a73ea58858b579804f88,浙江 嘉兴,艾弗沃斯旗舰店,196.00,http://g.search.alicdn.com/img/bao/uploaded/i4/i2/1746859823/TB2L9q9Xw1J.eBjy0FpXXaMoXXa_!!1746859823.jpg_60x60.jpg,35.00,2953,新款居家棉拖鞋男2018女秋冬季绵羊皮保暖厚底情侣室内牛筋底防滑,1746859823
50012349,5110,577231648584,577231648584,//detail.m.tmall.com/item.htm?id=577231648584&abtest=18&rn=ec5ea3652cf3ef2a8fb94e32ab3052a8&sid=265c48b7b126a73ea58858b579804f88,浙江 宁波,pancoat一润专卖店,69.00,http://g.search.alicdn.com/img/bao/uploaded/i4/i1/4034181550/O1CN01gon1vx1NJwNWGSQPa_!!4034181550.jpg_60x60.jpg,26.60,6248,儿童棉拖鞋秋冬季包跟1-3岁男童女宝宝保暖室内可爱家居防滑软底,4034181550
50025847,7959,577837160530,577837160530,//detail.m.tmall.com/item.htm?id=577837160530&abtest=18&rn=ec5ea3652cf3ef2a8fb94e32ab3052a8&sid=265c48b7b126a73ea58858b579804f88,浙江 金华,足康乐乐活专卖店,129.00,http://g.search2.alicdn.com/img/bao/uploaded/i4/i3/1828111889/O1CN01Mpby0R1PpCdy2XrZi_!!1828111889.jpg_60x60.jpg,39.99,8305,买一送一情侣棉拖鞋女冬季居家居室内厚底防滑保暖家用男士毛毛鞋,1828111889
50012051,3153,577289909924,577289909924,//detail.m.tmall.com/item.htm?id=577289909924&abtest=18&rn=ec5ea3652cf3ef2a8fb94e32ab3052a8&sid=265c48b7b126a73ea58858b579804f88,浙江 金华,安尚芬暖耀专卖店,128.00,http://g.search1.alicdn.com/img/bao/uploaded/i4/i1/1897618932/O1CN012Fqu7pEWRnKffuy_!!1897618932.jpg_60x60.jpg,26.80,6739,冬季男士包跟棉拖鞋45特大码46加大号47家居家48防滑保暖棉鞋男款,1897618932
50025847,2200,577277101617,577277101617,//a.m.taobao.com/i577277101617.htm?abtest=18&rn=ec5ea3652cf3ef2a8fb94e32ab3052a8&sid=265c48b7b126a73ea58858b579804f88,浙江 金华,梵居鞋业,46.00,http://g.search1.alicdn.com/img/bao/uploaded/i4/i2/2963876058/O1CN01dP0Fhg1ucbqLSXoFj_!!2963876058.jpg_60x60.jpg,15.80,3711,冬季可爱卡通毛绒汪汪队儿童棉拖鞋男室内防滑厚底大中小童3-12岁,2963876058
50012349,46183,575630518592,575630518592,//a.m.taobao.com/i575630518592.htm?abtest=18&rn=ec5ea3652cf3ef2a8fb94e32ab3052a8&sid=265c48b7b126a73ea58858b579804f88,浙江 金华,jin10114866,19.90,http://g.search1.alicdn.com/img/bao/uploaded/i4/i4/519032694/O1CN011VltS29N2U7mu0R_!!519032694.jpg_60x60.jpg,11.80,7476,儿童棉拖鞋一家三口亲子厚底男女童毛拖冬卡通软底防滑宝宝棉拖鞋,519032694
50025847,5051,577313327476,577313327476,//a.m.taobao.com/i577313327476.htm?abtest=18&rn=ec5ea3652cf3ef2a8fb94e32ab3052a8&sid=265c48b7b126a73ea58858b579804f88,浙江 宁波,z474711745,69.00,http://g.search2.alicdn.com/img/bao/uploaded/i4/i1/45042571/O1CN011UrYkiiJKpUMcNp_!!45042571.jpg_60x60.jpg,32.99,2994,买一送一冬季棉拖鞋女情侣可爱居家室内防滑厚底毛毛棉拖鞋冬天男,45042571
50025847,2180,555501720854,555501720854,//a.m.taobao.com/i555501720854.htm?abtest=18&rn=ec5ea3652cf3ef2a8fb94e32ab3052a8&sid=265c48b7b126a73ea58858b579804f88,江苏 扬州,至中居家日用,25.00,http://g.search1.alicdn.com/img/bao/uploaded/i4/i1/3220674888/TB2TtlSrbsTMeJjy1zeXXcOCVXa_!!3220674888.jpg_60x60.jpg,15.00,1832,五星级酒店一次性拖鞋家用待客10双宾馆家居室内客人旅行专用批发,3220674888
50025847,6857,559476911319,559476911319,//a.m.taobao.com/i559476911319.htm?abtest=18&rn=ec5ea3652cf3ef2a8fb94e32ab3052a8&sid=265c48b7b126a73ea58858b579804f88,浙江 杭州,爆爆爆爆爆爆爆爆爆爆款,128.00,http://g.search.alicdn.com/img/bao/uploaded/i4/i4/1846908790/TB22t.Pf4tnkeRjSZSgXXXAuXXa_!!1846908790.gif_60x60.jpg,22.80,3424,新款冬季棉拖鞋男士厚底防滑韩版加绒保暖橡胶底居家鞋毛托半包跟,1846908790
50025847,1699,537448891646,537448891646,//a.m.taobao.com/i537448891646.htm?abtest=18&rn=ec5ea3652cf3ef2a8fb94e32ab3052a8&sid=265c48b7b126a73ea58858b579804f88,四川 成都,佳家意新,86.00,http://g.search2.alicdn.com/img/bao/uploaded/i4/i4/2558274796/TB1TwAOdCzqK1RjSZFHXXb3CpXa_!!0-item_pic.jpg_60x60.jpg,24.50,1734,冬季中老年老人加绒棉拖鞋包跟男女家居加厚保暖室内防滑毛毛拖鞋,2558274796
50012051,14744,537491946304,537491946304,//detail.m.tmall.com/item.htm?id=537491946304&abtest=18&rn=ec5ea3652cf3ef2a8fb94e32ab3052a8&sid=265c48b7b126a73ea58858b579804f88,浙江 嘉兴,艾弗沃斯旗舰店,196.00,http://g.search.alicdn.com/img/bao/uploaded/i4/i2/1746859823/TB2L9q9Xw1J.eBjy0FpXXaMoXXa_!!1746859823.jpg_60x60.jpg,35.00,2953,新款居家棉拖鞋男2018女秋冬季绵羊皮保暖厚底情侣室内牛筋底防滑,1746859823
50012349,5110,577231648584,577231648584,//detail.m.tmall.com/item.htm?id=577231648584&abtest=18&rn=ec5ea3652cf3ef2a8fb94e32ab3052a8&sid=265c48b7b126a73ea58858b579804f88,浙江 宁波,pancoat一润专卖店,69.00,http://g.search.alicdn.com/img/bao/uploaded/i4/i1/4034181550/O1CN01gon1vx1NJwNWGSQPa_!!4034181550.jpg_60x60.jpg,26.60,6248,儿童棉拖鞋秋冬季包跟1-3岁男童女宝宝保暖室内可爱家居防滑软底,4034181550
50025847,7959,577837160530,577837160530,//detail.m.tmall.com/item.htm?id=577837160530&abtest=18&rn=ec5ea3652cf3ef2a8fb94e32ab3052a8&sid=265c48b7b126a73ea58858b579804f88,浙江 金华,足康乐乐活专卖店,129.00,http://g.search2.alicdn.com/img/bao/uploaded/i4/i3/1828111889/O1CN01Mpby0R1PpCdy2XrZi_!!1828111889.jpg_60x60.jpg,39.99,8305,买一送一情侣棉拖鞋女冬季居家居室内厚底防滑保暖家用男士毛毛鞋,1828111889
50012051,3153,577289909924,577289909924,//detail.m.tmall.com/item.htm?id=577289909924&abtest=18&rn=ec5ea3652cf3ef2a8fb94e32ab3052a8&sid=265c48b7b126a73ea58858b579804f88,浙江 金华,安尚芬暖耀专卖店,128.00,http://g.search1.alicdn.com/img/bao/uploaded/i4/i1/1897618932/O1CN012Fqu7pEWRnKffuy_!!1897618932.jpg_60x60.jpg,26.80,6739,冬季男士包跟棉拖鞋45特大码46加大号47家居家48防滑保暖棉鞋男款,1897618932
50025847,2200,577277101617,577277101617,//a.m.taobao.com/i577277101617.htm?abtest=18&rn=ec5ea3652cf3ef2a8fb94e32ab3052a8&sid=265c48b7b126a73ea58858b579804f88,浙江 金华,梵居鞋业,46.00,http://g.search1.alicdn.com/img/bao/uploaded/i4/i2/2963876058/O1CN01dP0Fhg1ucbqLSXoFj_!!2963876058.jpg_60x60.jpg,15.80,3711,冬季可爱卡通毛绒汪汪队儿童棉拖鞋男室内防滑厚底大中小童3-12岁,2963876058
50012349,46183,575630518592,575630518592,//a.m.taobao.com/i575630518592.htm?abtest=18&rn=ec5ea3652cf3ef2a8fb94e32ab3052a8&sid=265c48b7b126a73ea58858b579804f88,浙江 金华,jin10114866,19.90,http://g.search1.alicdn.com/img/bao/uploaded/i4/i4/519032694/O1CN011VltS29N2U7mu0R_!!519032694.jpg_60x60.jpg,11.80,7476,儿童棉拖鞋一家三口亲子厚底男女童毛拖冬卡通软底防滑宝宝棉拖鞋,519032694
50025847,5051,577313327476,577313327476,//a.m.taobao.com/i577313327476.htm?abtest=18&rn=ec5ea3652cf3ef2a8fb94e32ab3052a8&sid=265c48b7b126a73ea58858b579804f88,浙江 宁波,z474711745,69.00,http://g.search2.alicdn.com/img/bao/uploaded/i4/i1/45042571/O1CN011UrYkiiJKpUMcNp_!!45042571.jpg_60x60.jpg,32.99,2994,买一送一冬季棉拖鞋女情侣可爱居家室内防滑厚底毛毛棉拖鞋冬天男,45042571
50025847,2180,555501720854,555501720854,//a.m.taobao.com/i555501720854.htm?abtest=18&rn=ec5ea3652cf3ef2a8fb94e32ab3052a8&sid=265c48b7b126a73ea58858b579804f88,江苏 扬州,至中居家日用,25.00,http://g.search1.alicdn.com/img/bao/uploaded/i4/i1/3220674888/TB2TtlSrbsTMeJjy1zeXXcOCVXa_!!3220674888.jpg_60x60.jpg,15.00,1832,五星级酒店一次性拖鞋家用待客10双宾馆家居室内客人旅行专用批发,3220674888
50025847,49015,541095567137,541095567137,//a.m.taobao.com/i541095567137.htm?abtest=18&rn=ec5ea3652cf3ef2a8fb94e32ab3052a8&sid=265c48b7b126a73ea58858b579804f88,浙江 宁波,张先乐1994,59.00,http://g.search1.alicdn.com/img/bao/uploaded/i4/i4/2637749385/TB2_UZti8fH8KJjy1XbXXbLdXXa_!!2637749385.jpg_60x60.jpg,14.90,17045,新款秋冬季棉拖鞋女包跟厚底毛绒保暖居家室内外月子鞋毛拖豆豆鞋,2637749385
50025847,6857,559476911319,559476911319,//a.m.taobao.com/i559476911319.htm?abtest=18&rn=ec5ea3652cf3ef2a8fb94e32ab3052a8&sid=265c48b7b126a73ea58858b579804f88,浙江 杭州,爆爆爆爆爆爆爆爆爆爆款,128.00,http://g.search.alicdn.com/img/bao/uploaded/i4/i4/1846908790/TB22t.Pf4tnkeRjSZSgXXXAuXXa_!!1846908790.gif_60x60.jpg,22.80,3424,新款冬季棉拖鞋男士厚底防滑韩版加绒保暖橡胶底居家鞋毛托半包跟,1846908790
50025847,1699,537448891646,537448891646,//a.m.taobao.com/i537448891646.htm?abtest=18&rn=ec5ea3652cf3ef2a8fb94e32ab3052a8&sid=265c48b7b126a73ea58858b579804f88,四川 成都,佳家意新,86.00,http://g.search2.alicdn.com/img/bao/uploaded/i4/i4/2558274796/TB1TwAOdCzqK1RjSZFHXXb3CpXa_!!0-item_pic.jpg_60x60.jpg,24.50,1734,冬季中老年老人加绒棉拖鞋包跟男女家居加厚保暖室内防滑毛毛拖鞋,2558274796
50012051,14744,537491946304,537491946304,//detail.m.tmall.com/item.htm?id=537491946304&abtest=18&rn=ec5ea3652cf3ef2a8fb94e32ab3052a8&sid=265c48b7b126a73ea58858b579804f88,浙江 嘉兴,艾弗沃斯旗舰店,196.00,http://g.search.alicdn.com/img/bao/uploaded/i4/i2/1746859823/TB2L9q9Xw1J.eBjy0FpXXaMoXXa_!!1746859823.jpg_60x60.jpg,35.00,2953,新款居家棉拖鞋男2018女秋冬季绵羊皮保暖厚底情侣室内牛筋底防滑,1746859823
50012349,5110,577231648584,577231648584,//detail.m.tmall.com/item.htm?id=577231648584&abtest=18&rn=ec5ea3652cf3ef2a8fb94e32ab3052a8&sid=265c48b7b126a73ea58858b579804f88,浙江 宁波,pancoat一润专卖店,69.00,http://g.search.alicdn.com/img/bao/uploaded/i4/i1/4034181550/O1CN01gon1vx1NJwNWGSQPa_!!4034181550.jpg_60x60.jpg,26.60,6248,儿童棉拖鞋秋冬季包跟1-3岁男童女宝宝保暖室内可爱家居防滑软底,4034181550
50025847,7959,577837160530,577837160530,//detail.m.tmall.com/item.htm?id=577837160530&abtest=18&rn=ec5ea3652cf3ef2a8fb94e32ab3052a8&sid=265c48b7b126a73ea58858b579804f88,浙江 金华,足康乐乐活专卖店,129.00,http://g.search2.alicdn.com/img/bao/uploaded/i4/i3/1828111889/O1CN01Mpby0R1PpCdy2XrZi_!!1828111889.jpg_60x60.jpg,39.99,8305,买一送一情侣棉拖鞋女冬季居家居室内厚底防滑保暖家用男士毛毛鞋,1828111889
50012051,3153,577289909924,577289909924,//detail.m.tmall.com/item.htm?id=577289909924&abtest=18&rn=ec5ea3652cf3ef2a8fb94e32ab3052a8&sid=265c48b7b126a73ea58858b579804f88,浙江 金华,安尚芬暖耀专卖店,128.00,http://g.search1.alicdn.com/img/bao/uploaded/i4/i1/1897618932/O1CN012Fqu7pEWRnKffuy_!!1897618932.jpg_60x60.jpg,26.80,6739,冬季男士包跟棉拖鞋45特大码46加大号47家居家48防滑保暖棉鞋男款,1897618932
50025847,2200,577277101617,577277101617,//a.m.taobao.com/i577277101617.htm?abtest=18&rn=ec5ea3652cf3ef2a8fb94e32ab3052a8&sid=265c48b7b126a73ea58858b579804f88,浙江 金华,梵居鞋业,46.00,http://g.search1.alicdn.com/img/bao/uploaded/i4/i2/2963876058/O1CN01dP0Fhg1ucbqLSXoFj_!!2963876058.jpg_60x60.jpg,15.80,3711,冬季可爱卡通毛绒汪汪队儿童棉拖鞋男室内防滑厚底大中小童3-12岁,2963876058
50012349,46183,575630518592,575630518592,//a.m.taobao.com/i575630518592.htm?abtest=18&rn=ec5ea3652cf3ef2a8fb94e32ab3052a8&sid=265c48b7b126a73ea58858b579804f88,浙江 金华,jin10114866,19.90,http://g.search1.alicdn.com/img/bao/uploaded/i4/i4/519032694/O1CN011VltS29N2U7mu0R_!!519032694.jpg_60x60.jpg,11.80,7476,儿童棉拖鞋一家三口亲子厚底男女童毛拖冬卡通软底防滑宝宝棉拖鞋,519032694
50025847,5051,577313327476,577313327476,//a.m.taobao.com/i577313327476.htm?abtest=18&rn=ec5ea3652cf3ef2a8fb94e32ab3052a8&sid=265c48b7b126a73ea58858b579804f88,浙江 宁波,z474711745,69.00,http://g.search2.alicdn.com/img/bao/uploaded/i4/i1/45042571/O1CN011UrYkiiJKpUMcNp_!!45042571.jpg_60x60.jpg,32.99,2994,买一送一冬季棉拖鞋女情侣可爱居家室内防滑厚底毛毛棉拖鞋冬天男,45042571
50025847,2180,555501720854,555501720854,//a.m.taobao.com/i555501720854.htm?abtest=18&rn=ec5ea3652cf3ef2a8fb94e32ab3052a8&sid=265c48b7b126a73ea58858b579804f88,江苏 扬州,至中居家日用,25.00,http://g.search1.alicdn.com/img/bao/uploaded/i4/i1/3220674888/TB2TtlSrbsTMeJjy1zeXXcOCVXa_!!3220674888.jpg_60x60.jpg,15.00,1832,五星级酒店一次性拖鞋家用待客10双宾馆家居室内客人旅行专用批发,3220674888
50025847,49015,541095567137,541095567137,//a.m.taobao.com/i541095567137.htm?abtest=18&rn=ec5ea3652cf3ef2a8fb94e32ab3052a8&sid=265c48b7b126a73ea58858b579804f88,浙江 宁波,张先乐1994,59.00,http://g.search1.alicdn.com/img/bao/uploaded/i4/i4/2637749385/TB2_UZti8fH8KJjy1XbXXbLdXXa_!!2637749385.jpg_60x60.jpg,14.90,17045,新款秋冬季棉拖鞋女包跟厚底毛绒保暖居家室内外月子鞋毛拖豆豆鞋,2637749385
50025847,4534,576999345265,576999345265,//a.m.taobao.com/i576999345265.htm?abtest=18&rn=ec5ea3652cf3ef2a8fb94e32ab3052a8&sid=265c48b7b126a73ea58858b579804f88,浙江 宁波,舒家宝拖鞋,25.80,http://g.search2.alicdn.com/img/bao/uploaded/i4/i2/3172022382/TB21P1LchYaK1RjSZFnXXa80pXa_!!3172022382.jpg_60x60.jpg,15.90,7497,棉拖鞋包后跟厚底女秋冬季居家用室内可爱防滑保暖棉鞋包脚后跟,3172022382
50025847,6857,559476911319,559476911319,//a.m.taobao.com/i559476911319.htm?abtest=18&rn=ec5ea3652cf3ef2a8fb94e32ab3052a8&sid=265c48b7b126a73ea58858b579804f88,浙江 杭州,爆爆爆爆爆爆爆爆爆爆款,128.00,http://g.search.alicdn.com/img/bao/uploaded/i4/i4/1846908790/TB22t.Pf4tnkeRjSZSgXXXAuXXa_!!1846908790.gif_60x60.jpg,22.80,3424,新款冬季棉拖鞋男士厚底防滑韩版加绒保暖橡胶底居家鞋毛托半包跟,1846908790
50025847,1699,537448891646,537448891646,//a.m.taobao.com/i537448891646.htm?abtest=18&rn=ec5ea3652cf3ef2a8fb94e32ab3052a8&sid=265c48b7b126a73ea58858b579804f88,四川 成都,佳家意新,86.00,http://g.search2.alicdn.com/img/bao/uploaded/i4/i4/2558274796/TB1TwAOdCzqK1RjSZFHXXb3CpXa_!!0-item_pic.jpg_60x60.jpg,24.50,1734,冬季中老年老人加绒棉拖鞋包跟男女家居加厚保暖室内防滑毛毛拖鞋,2558274796
50012051,14744,537491946304,537491946304,//detail.m.tmall.com/item.htm?id=537491946304&abtest=18&rn=ec5ea3652cf3ef2a8fb94e32ab3052a8&sid=265c48b7b126a73ea58858b579804f88,浙江 嘉兴,艾弗沃斯旗舰店,196.00,http://g.search.alicdn.com/img/bao/uploaded/i4/i2/1746859823/TB2L9q9Xw1J.eBjy0FpXXaMoXXa_!!1746859823.jpg_60x60.jpg,35.00,2953,新款居家棉拖鞋男2018女秋冬季绵羊皮保暖厚底情侣室内牛筋底防滑,1746859823
50012349,5110,577231648584,577231648584,//detail.m.tmall.com/item.htm?id=577231648584&abtest=18&rn=ec5ea3652cf3ef2a8fb94e32ab3052a8&sid=265c48b7b126a73ea58858b579804f88,浙江 宁波,pancoat一润专卖店,69.00,http://g.search.alicdn.com/img/bao/uploaded/i4/i1/4034181550/O1CN01gon1vx1NJwNWGSQPa_!!4034181550.jpg_60x60.jpg,26.60,6248,儿童棉拖鞋秋冬季包跟1-3岁男童女宝宝保暖室内可爱家居防滑软底,4034181550
50025847,7959,577837160530,577837160530,//detail.m.tmall.com/item.htm?id=577837160530&abtest=18&rn=ec5ea3652cf3ef2a8fb94e32ab3052a8&sid=265c48b7b126a73ea58858b579804f88,浙江 金华,足康乐乐活专卖店,129.00,http://g.search2.alicdn.com/img/bao/uploaded/i4/i3/1828111889/O1CN01Mpby0R1PpCdy2XrZi_!!1828111889.jpg_60x60.jpg,39.99,8305,买一送一情侣棉拖鞋女冬季居家居室内厚底防滑保暖家用男士毛毛鞋,1828111889
50012051,3153,577289909924,577289909924,//detail.m.tmall.com/item.htm?id=577289909924&abtest=18&rn=ec5ea3652cf3ef2a8fb94e32ab3052a8&sid=265c48b7b126a73ea58858b579804f88,浙江 金华,安尚芬暖耀专卖店,128.00,http://g.search1.alicdn.com/img/bao/uploaded/i4/i1/1897618932/O1CN012Fqu7pEWRnKffuy_!!1897618932.jpg_60x60.jpg,26.80,6739,冬季男士包跟棉拖鞋45特大码46加大号47家居家48防滑保暖棉鞋男款,1897618932
50025847,2200,577277101617,577277101617,//a.m.taobao.com/i577277101617.htm?abtest=18&rn=ec5ea3652cf3ef2a8fb94e32ab3052a8&sid=265c48b7b126a73ea58858b579804f88,浙江 金华,梵居鞋业,46.00,http://g.search1.alicdn.com/img/bao/uploaded/i4/i2/2963876058/O1CN01dP0Fhg1ucbqLSXoFj_!!2963876058.jpg_60x60.jpg,15.80,3711,冬季可爱卡通毛绒汪汪队儿童棉拖鞋男室内防滑厚底大中小童3-12岁,2963876058
50012349,46183,575630518592,575630518592,//a.m.taobao.com/i575630518592.htm?abtest=18&rn=ec5ea3652cf3ef2a8fb94e32ab3052a8&sid=265c48b7b126a73ea58858b579804f88,浙江 金华,jin10114866,19.90,http://g.search1.alicdn.com/img/bao/uploaded/i4/i4/519032694/O1CN011VltS29N2U7mu0R_!!519032694.jpg_60x60.jpg,11.80,7476,儿童棉拖鞋一家三口亲子厚底男女童毛拖冬卡通软底防滑宝宝棉拖鞋,519032694
50025847,5051,577313327476,577313327476,//a.m.taobao.com/i577313327476.htm?abtest=18&rn=ec5ea3652cf3ef2a8fb94e32ab3052a8&sid=265c48b7b126a73ea58858b579804f88,浙江 宁波,z474711745,69.00,http://g.search2.alicdn.com/img/bao/uploaded/i4/i1/45042571/O1CN011UrYkiiJKpUMcNp_!!45042571.jpg_60x60.jpg,32.99,2994,买一送一冬季棉拖鞋女情侣可爱居家室内防滑厚底毛毛棉拖鞋冬天男,45042571
50025847,2180,555501720854,555501720854,//a.m.taobao.com/i555501720854.htm?abtest=18&rn=ec5ea3652cf3ef2a8fb94e32ab3052a8&sid=265c48b7b126a73ea58858b579804f88,江苏 扬州,至中居家日用,25.00,http://g.search1.alicdn.com/img/bao/uploaded/i4/i1/3220674888/TB2TtlSrbsTMeJjy1zeXXcOCVXa_!!3220674888.jpg_60x60.jpg,15.00,1832,五星级酒店一次性拖鞋家用待客10双宾馆家居室内客人旅行专用批发,3220674888
50025847,49015,541095567137,541095567137,//a.m.taobao.com/i541095567137.htm?abtest=18&rn=ec5ea3652cf3ef2a8fb94e32ab3052a8&sid=265c48b7b126a73ea58858b579804f88,浙江 宁波,张先乐1994,59.00,http://g.search1.alicdn.com/img/bao/uploaded/i4/i4/2637749385/TB2_UZti8fH8KJjy1XbXXbLdXXa_!!2637749385.jpg_60x60.jpg,14.90,17045,新款秋冬季棉拖鞋女包跟厚底毛绒保暖居家室内外月子鞋毛拖豆豆鞋,2637749385
50025847,4534,576999345265,576999345265,//a.m.taobao.com/i576999345265.htm?abtest=18&rn=ec5ea3652cf3ef2a8fb94e32ab3052a8&sid=265c48b7b126a73ea58858b579804f88,浙江 宁波,舒家宝拖鞋,25.80,http://g.search2.alicdn.com/img/bao/uploaded/i4/i2/3172022382/TB21P1LchYaK1RjSZFnXXa80pXa_!!3172022382.jpg_60x60.jpg,15.90,7497,棉拖鞋包后跟厚底女秋冬季居家用室内可爱防滑保暖棉鞋包脚后跟,3172022382
50012033,6,582258807513,582258807513,//a.m.taobao.com/i582258807513.htm?abtest=18&rn=ec5ea3652cf3ef2a8fb94e32ab3052a8&sid=265c48b7b126a73ea58858b579804f88,广东 广州,宏锋女鞋,588.00,http://g.search1.alicdn.com/img/bao/uploaded/i4/i3/2977803803/O1CN01IAzpbQ1dxoiNE9Mea_!!2977803803.jpg_60x60.jpg,88.00,56,一脚蹬平底兔毛包头懒人拖鞋,2977803803
50025847,6857,559476911319,559476911319,//a.m.taobao.com/i559476911319.htm?abtest=18&rn=ec5ea3652cf3ef2a8fb94e32ab3052a8&sid=265c48b7b126a73ea58858b579804f88,浙江 杭州,爆爆爆爆爆爆爆爆爆爆款,128.00,http://g.search.alicdn.com/img/bao/uploaded/i4/i4/1846908790/TB22t.Pf4tnkeRjSZSgXXXAuXXa_!!1846908790.gif_60x60.jpg,22.80,3424,新款冬季棉拖鞋男士厚底防滑韩版加绒保暖橡胶底居家鞋毛托半包跟,1846908790
50025847,1699,537448891646,537448891646,//a.m.taobao.com/i537448891646.htm?abtest=18&rn=ec5ea3652cf3ef2a8fb94e32ab3052a8&sid=265c48b7b126a73ea58858b579804f88,四川 成都,佳家意新,86.00,http://g.search2.alicdn.com/img/bao/uploaded/i4/i4/2558274796/TB1TwAOdCzqK1RjSZFHXXb3CpXa_!!0-item_pic.jpg_60x60.jpg,24.50,1734,冬季中老年老人加绒棉拖鞋包跟男女家居加厚保暖室内防滑毛毛拖鞋,2558274796
